chr5	3341484	3531008	Cdk6	1	+	3341484	3531008
chr5	3543832	3570238	Fam133b	1	+	3543832	3570238
chr5	3571565	3584356	1700109H08Rik	1	+	3571565	3584356
chr5	3583977	3596585	Rbm48	1	-	3583977	3596585
chr5	3596065	3637232	Pex1	1	+	3596065	3637232
chr5	3632931	3657185	Gatad1	1	-	3632931	3657185
chr5	3651180	3680325	Tmbim7	1	+	3651180	3680325
chr5	3689999	3802925	Ankib1	1	-	3689999	3802925
chr5	3803183	3845564	Krit1	1	+	3803183	3845564
chr5	3845172	3866596	Lrrd1	1	+	3845172	3866596
chr5	3890580	3893933	Mterf1a	1	-	3890580	3893933
chr5	3928053	4081310	Akap9	1	+	3928053	4081310
chr5	4081144	4104746	Cyp51	1	-	4081144	4104746
chr5	4192366	4197651	Mterf1b	1	+	4192366	4197651
chr5	4753838	4758035	Fzd1	1	-	4753838	4758035
chr5	4803390	5420312	Cdk14	1	-	4803390	5420312
chr5	5437826	5479143	1700015F17Rik	1	-	5437826	5479143
chr5	5489536	5514958	Cldn12	1	-	5489536	5514958
chr5	5537453	5559538	Gtpbp10	1	-	5537453	5559538
chr5	5573798	5576203	Gm8773	1	+	5573798	5576203
chr5	5579277	5664239	Cfap69	1	-	5579277	5664239
chr5	5664828	5694578	Steap2	1	-	5664828	5694578
chr5	5736316	5749326	Steap1	1	-	5736316	5749326
chr5	6769009	7344756	Zfp804b	1	-	6769009	7344756
chr5	7304118	7311491	Tex47	1	+	7304118	7311491
chr5	7960456	7982213	Steap4	1	+	7960456	7982213
chr5	8046077	8069379	Sri	1	+	8046077	8069379
chr5	8072351	8368160	Adam22	1	-	8072351	8368160
chr5	8396972	8422716	Dbf4	1	-	8396972	8422716
chr5	8422849	8454797	Slc25a40	1	+	8422849	8454797
chr5	8490333	8622952	Rundc3b	1	-	8490333	8622952
chr5	8660076	8748575	Abcb1a	1	+	8660076	8748575
chr5	8798146	8866315	Abcb1b	1	+	8798146	8866315
chr5	8893716	8959231	Abcb4	1	+	8893716	8959231
chr5	8966032	8997324	Crot	1	-	8966032	8997324
chr5	9100667	9160986	Tmem243	1	+	9100667	9160986
chr5	9118800	9161776	Dmtf1	1	-	9118800	9161776
chr5	9266117	9481825	9330182L06Rik	1	+	9266117	9481825
chr5	9485540	9725170	Grm3	1	-	9485540	9725170
chr5	10242040	10246526	Gm5152	1	-	10242040	10246526
chr5	10947804	11044948	Gm8871	1	+	10947804	11044948
chr5	10947806	10952592	Gm8857	1	+	10947806	10952592
chr5	11127633	11132487	Gm8879	1	+	11127633	11132487
chr5	11183071	11187810	Gm5861	1	+	11183071	11187810
chr5	11256032	11260494	Gm8890	1	+	11256032	11260494
chr5	11341515	11346286	Speer1	1	+	11341515	11346286
chr5	11416417	11421235	Gm8897	1	+	11416417	11421235
chr5	11502684	11507417	Gm8906	1	+	11502684	11507417
chr5	11594912	11599784	Gm6460	1	+	11594912	11599784
chr5	11681958	11686856	Gm8922	1	+	11681958	11686856
chr5	11770547	11775300	Gm8926	1	+	11770547	11775300
chr5	11845538	11850352	Gm6465	1	+	11845538	11850352
chr5	11918042	11922821	4933402N22Rik	1	+	11918042	11922821
chr5	12383384	12588948	Sema3d	1	+	12383384	12588948
chr5	13125413	13602565	Sema3a	1	+	13125413	13602565
chr5	13791618	13796820	Speer3	1	+	13791618	13796820
chr5	14025275	14256689	Sema3e	1	+	14025275	14256689
chr5	14514917	14863459	Pclo	1	+	14514917	14863459
chr5	14910121	14914899	Gm9758	1	-	14910121	14914899
chr5	14933220	14938429	Speer4e	1	-	14933220	14938429
chr5	14974112	14978935	Gm10354	1	-	14974112	14978935
chr5	15028949	15032998	Gm17019	1	-	15028949	15032998
chr5	15471702	15476523	Gm21149	1	-	15471702	15476523
chr5	15524455	15529222	Gm21190	1	-	15524455	15529222
chr5	15577332	15582078	Gm21083	1	+	15577332	15582078
chr5	15619063	15623864	Speer4d	1	+	15619063	15623864
chr5	15652285	15657059	4930572O03Rik	1	-	15652285	15657059
chr5	15709500	15714271	Speer4c	1	-	15709500	15714271
chr5	15934690	16374511	Cacna2d1	1	+	15934690	16374511
chr5	16553494	16620152	Hgf	1	+	16553494	16620152
chr5	16791809	16882052	Gm28710	1	+	16791809	16882052
chr5	17373179	17378028	Speer4f2	1	+	17373179	17378028
chr5	17476097	17480936	Speer4f1	1	+	17476097	17480936
chr5	17574280	17730268	Sema3c	1	+	17574280	17730268
chr5	17781689	17888801	Cd36	1	-	17781689	17888801
chr5	17962548	18019834	Gnat3	1	+	17962548	18019834
chr5	18265134	18360355	Gnai1	1	-	18265134	18360355
chr5	19227035	20704792	Magi2	1	+	19227035	20704792
chr5	20758662	20882124	Phtf2	1	-	20758662	20882124
chr5	20882190	20886870	Tmem60	1	+	20882190	20886870
chr5	20893027	20956398	Rsbn1l	1	-	20893027	20956398
chr5	20986644	21055911	Ptpn12	1	-	20986644	21055911
chr5	21186254	21315132	Gsap	1	+	21186254	21315132
chr5	21292960	21424677	Ccdc146	1	-	21292960	21424677
chr5	21372641	21378374	Fgl2	1	+	21372641	21378374
chr5	21424957	21482124	Fam185a	1	+	21424957	21482124
chr5	21483846	21645634	Fbxl13	1	-	21483846	21645634
chr5	21543558	21575904	Lrrc17	1	+	21543558	21575904
chr5	21645812	21662694	Armc10	1	+	21645812	21662694
chr5	21662900	21701396	Napepld	1	-	21662900	21701396
chr5	21737140	21757152	Pmpcb	1	+	21737140	21757152
chr5	21757266	21785251	Dnajc2	1	-	21757266	21785251
chr5	21785282	21803787	Psmc2	1	+	21785282	21803787
chr5	21810654	21865604	Slc26a5	1	-	21810654	21865604
chr5	21884453	22344702	Reln	1	-	21884453	22344702
chr5	22486484	22550429	Orc5	1	-	22486484	22550429
chr5	22746058	23275597	Lhfpl3	1	+	22746058	23275597
chr5	23434440	23504235	Kmt2e	1	+	23434440	23504235
chr5	23503263	23684617	Srpk2	1	-	23503263	23684617
chr5	23740647	23783711	Pus7	1	-	23740647	23783711
chr5	23787710	23820369	Rint1	1	+	23787710	23820369
chr5	23838943	23844161	Tomm7	1	-	23838943	23844161
chr5	23915275	24030690	Fam126a	1	-	23915275	24030690
chr5	24100604	24160792	Klhl7	1	+	24100604	24160792
chr5	24164962	24184013	Nupl2	1	+	24164962	24184013
chr5	24319588	24351604	Kcnh2	1	-	24319588	24351604
chr5	24364809	24384474	Nos3	1	+	24364809	24384474
chr5	24384180	24392143	Atg9b	1	-	24384180	24392143
chr5	24393662	24410054	Abcb8	1	+	24393662	24410054
chr5	24413391	24417835	Asic3	1	+	24413391	24417835
chr5	24418240	24423530	Cdk5	1	-	24418240	24423530
chr5	24423836	24440950	Slc4a2	1	+	24423836	24440950
chr5	24438439	24445287	Fastk	1	-	24438439	24445287
chr5	24445457	24447854	Tmub1	1	-	24445457	24447854
chr5	24452176	24502047	Agap3	1	+	24452176	24502047
chr5	24502756	24527202	Gbx1	1	-	24502756	24527202
chr5	24532696	24540978	Asb10	1	-	24532696	24540978
chr5	24543431	24556809	4931409K22Rik	1	-	24543431	24556809
chr5	24565344	24577467	Abcf2	1	-	24565344	24577467
chr5	24586740	24594556	Chpf2	1	+	24586740	24594556
chr5	24590817	24624411	Smarcd3	1	-	24590817	24624411
chr5	24685531	24710378	Nub1	1	+	24685531	24710378
chr5	24711737	24730727	Wdr86	1	-	24711737	24730727
chr5	24751002	24758008	Crygn	1	-	24751002	24758008
chr5	24802822	24842624	Rheb	1	-	24802822	24842624
chr5	24862743	25100642	Prkag2	1	-	24862743	25100642
chr5	25181459	25220297	Galntl5	1	+	25181459	25220297
chr5	25221903	25265918	Galnt11	1	+	25221903	25265918
chr5	25271797	25498783	Kmt2c	1	-	25271797	25498783
chr5	25516066	25518027	Cct8l1	1	+	25516066	25518027
chr5	25689811	25705825	Xrcc2	1	-	25689811	25705825
chr5	25759996	25850688	Actr3b	1	+	25759996	25850688
chr5	25935790	25942381	Gm21663	1	-	25935790	25942381
chr5	25948252	25954417	Gm21671	1	-	25948252	25954417
chr5	25965960	25972663	Gm21680	1	-	25965960	25972663
chr5	25982029	25988650	Gm21698	1	-	25982029	25988650
chr5	25999021	26004798	Gm1979	1	-	25999021	26004798
chr5	26017277	26022916	Gm5862	1	-	26017277	26022916
chr5	26032845	26039558	Speer4a	1	-	26032845	26039558
chr5	26051882	26058581	Gm7347	1	-	26051882	26058581
chr5	26082573	26089291	Gm10471	1	-	26082573	26089291
chr5	26098667	26105362	5031410I06Rik	1	-	26098667	26105362
chr5	26114763	26121421	Gm10220	1	-	26114763	26121421
chr5	26257690	26264308	Gm7361	1	+	26257690	26264308
chr5	26817202	27727505	Dpp6	1	+	26817202	27727505
chr5	27495638	27501438	Speer4b	1	-	27495638	27501438
chr5	27740079	27791691	Paxip1	1	-	27740079	27791691
chr5	27842148	27855088	Htr5a	1	+	27842148	27855088
chr5	28071362	28078662	Insig1	1	+	28071362	28078662
chr5	28165693	28172166	En2	1	+	28165693	28172166
chr5	28200818	28245806	Cnpy1	1	-	28200818	28245806
chr5	28317120	28419239	Rbm33	1	+	28317120	28419239
chr5	28456814	28467256	Shh	1	-	28456814	28467256
chr5	29195991	29228457	Rnf32	1	+	29195991	29228457
chr5	29229801	29378390	Lmbr1	1	-	29229801	29378390
chr5	29434663	29457843	Nom1	1	+	29434663	29457843
chr5	29473033	29478470	Mnx1	1	-	29473033	29478470
chr5	29569241	29676092	Ube3c	1	+	29569241	29676092
chr5	29735687	29818134	Dnajb6	1	+	29735687	29818134
chr5	30013113	30019981	Il6	1	+	30013113	30019981
chr5	30058201	30073617	Tyms	1	-	30058201	30073617
chr5	30103583	30106086	3110082J24Rik	1	-	30103583	30106086
chr5	30105160	30118378	Garem2	1	+	30105160	30118378
chr5	30118303	30155162	Hadha	1	-	30118303	30155162
chr5	30155247	30184593	Hadhb	1	+	30155247	30184593
chr5	30193430	30205722	Adgrf3	1	-	30193430	30205722
chr5	30232580	30272427	Selenoi	1	+	30232580	30272427
chr5	30281387	30366695	Drc1	1	+	30281387	30366695
chr5	30367061	30461932	Otof	1	-	30367061	30461932
chr5	30466046	30484088	1700001C02Rik	1	+	30466046	30484088
chr5	30485582	30545836	Cib4	1	-	30485582	30545836
chr5	30588169	30625271	Kcnk3	1	+	30588169	30625271
